scenario_name	domain	implementation	agents	think_time_ms	payload_bytes	latency_ms	run_count	success_count	consensus_wall_mean	consensus_wall_variance	consensus_wall_stddev	consensus_wall_ci_low	consensus_wall_ci_high	consensus_wall_n	findings_emitted_mean	findings_emitted_variance	findings_emitted_stddev	findings_emitted_ci_low	findings_emitted_ci_high	findings_emitted_n	findings_received_mean	findings_received_variance	findings_received_stddev	findings_received_ci_low	findings_received_ci_high	findings_received_n	avg_propagation_mean	avg_propagation_variance	avg_propagation_stddev	avg_propagation_ci_low	avg_propagation_ci_high	avg_propagation_n	p95_propagation_mean	p95_propagation_variance	p95_propagation_stddev	p95_propagation_ci_low	p95_propagation_ci_high	p95_propagation_n
matrix-lat100-5ag-1024b	matrix	slim-group-session	5	20	1024	100	2	2	237	1058	32.526911934581186	0	529.2427089320179	2	50.5	12.5	3.5355339059327378	18.734488159563238	82.26551184043673	2	165	722	26.870057685088806	0	406.41788998731914	2	95	0	0	95	95	2	143	2	1.4142135623730951	130.2937952638253	155.7062047361747	2
matrix-lat100-5ag-4096b	matrix	p2p-relay-stream	5	20	4096	100	2	2	568.5	840.5	28.991378028648448	308.02280290841856	828.9771970915813	2	490	1458	38.18376618407357	146.932472123283	833.0675278767167	2	282.5	312.5	17.67766952966369	123.6724407978162	441.3275592021837	2	284	50	7.0710678118654755	220.46897631912648	347.53102368087343	2	359	338	18.384776310850235	193.81933842972887	524.180661570271	2
matrix-lat100-5ag-4096b	matrix	slim-group-session	5	20	4096	100	2	1	231	0	0	231	231	1	49	0	0	49	49	1	151	0	0	151	151	1	93	0	0	93	93	1	139	0	0	139	139	1
matrix-lat100-5ag-10240b	matrix	p2p-relay-stream	5	20	10240	100	2	2	609	882	29.698484809834994	342.16970054033123	875.8302994596685	2	570	1058	32.526911934581186	277.7572910679818	862.2427089320179	2	288.5	180.5	13.435028842544403	167.7910550063403	409.20894499365954	2	293	242	15.556349186104045	153.23174790207827	432.7682520979216	2	369.5	40.5	6.363961030678928	312.32207868721383	426.6779213127861	2
matrix-lat100-5ag-10240b	matrix	slim-group-session	5	20	10240	100	2	2	212	32	5.656854249492381	161.17518105530118	262.8248189446988	2	49.5	12.5	3.5355339059327378	17.734488159563238	81.26551184043673	2	151.5	180.5	13.435028842544403	30.7910550063403	272.20894499365954	2	90.5	0.5	0.7071067811865476	84.14689763191265	96.85310236808735	2	141	2	1.4142135623730951	128.2937952638253	153.7062047361747	2
matrix-lat100-10ag	matrix	p2p-relay-stream	10	20	0	100	2	2	728.5	16744.5	129.4005409571382	0	1891.1177333599842	2	1160.5	21424.5	146.37110370561533	0	2475.5921901940806	2	1078.5	37812.5	194.45436482630058	0	2825.60315122402	2	361.5	4140.5	64.34671708797582	0	939.6323154959484	2	474.5	2112.5	45.96194077712559	61.54834607432207	887.4516539256774	2
matrix-lat100-10ag	matrix	slim-group-session	10	20	0	100	2	2	251.5	1740.5	41.71930009000631	0	626.3330397171535	2	103	72	8.48528137423857	26.762771582951785	179.23722841704813	2	755	11858	108.89444430272832	0	1733.3777646854514	2	88	98	9.899494936611665	0	176.94343315322283	2	144	50	7.0710678118654755	80.46897631912648	207.53102368087346	2
matrix-lat100-10ag-1024b	matrix	p2p-relay-stream	10	20	1024	100	2	2	801	800	28.284271247461902	546.8759052765059	1055.1240947234937	2	1376.5	1300.5	36.062445840513924	1052.491779227545	1700.5082207724545	2	1164.5	1740.5	41.71930009000631	789.6669602828463	1539.3330397171535	2	392	288	16.97056274847714	239.52554316590357	544.4744568340963	2	480	128	11.313708498984761	378.35036211060236	581.6496378893976	2
matrix-lat100-10ag-1024b	matrix	slim-group-session	10	20	1024	100	2	2	292.5	2112.5	45.96194077712559	0	705.4516539256774	2	109	2	1.4142135623730951	96.2937952638253	121.7062047361747	2	841.5	1740.5	41.71930009000631	466.6669602828462	1216.3330397171535	2	94.5	180.5	13.435028842544403	0	215.20894499365957	2	163	1058	32.526911934581186	0	455.24270893201793	2
matrix-lat100-10ag-4096b	matrix	p2p-relay-stream	10	20	4096	100	2	2	685.5	19012.5	137.88582233137677	0	1924.3549617770325	2	1178	94178	306.8843430349616	0	3935.246427749908	2	970	34322	185.26197667087544	0	2634.5128204388843	2	341.5	3960.5	62.932503525602726	0	906.9261107597737	2	460.5	1200.5	34.64823227814083	149.1979839637197	771.80201603628	2
matrix-lat100-10ag-4096b	matrix	slim-group-session	10	20	4096	100	2	2	308	98	9.899494936611665	219.05656684677706	396.9434331532228	2	114	0	0	114	114	2	861	1458	38.18376618407357	517.932472123283	1204.0675278767167	2	96	18	4.242640687119285	57.88138579147589	134.11861420852406	2	149.5	24.5	4.949747468305833	105.02828342338853	193.9717165766114	2
matrix-lat100-10ag-10240b	matrix	p2p-relay-stream	10	20	10240	100	2	2	852.5	1624.5	40.30508652763321	490.373165019021	1214.6268349809786	2	1492	50	7.0710678118654755	1428.4689763191266	1555.5310236808734	2	1123	392	19.79898987322333	945.1131336935541	1300.8868663064457	2	428.5	220.5	14.849242404917497	295.0848502701656	561.9151497298342	2	589	10368	101.82337649086284	0	1503.8467410045778	2
matrix-lat100-10ag-10240b	matrix	slim-group-session	10	20	10240	100	2	2	291.5	480.5	21.920310216782973	94.5538265892921	488.44617341070773	2	112.5	0.5	0.7071067811865476	106.14689763191265	118.85310236808735	2	849	0	0	849	849	2	84	2	1.4142135623730951	71.2937952638253	96.7062047361747	2	147.5	60.5	7.7781745930520225	77.61587395103913	217.3841260489608	2
matrix-lat100-20ag	matrix	p2p-relay-stream	20	20	0	100	2	2	2962.5	8064.5	89.80256121069154	2155.6559992529064	3769.3440007470927	2	7311	27848	166.87720036002523	5811.667841131385	8810.332158868614	2	5499	72962	270.1147904132612	3072.1148953906313	7925.885104609366	2	1707.5	1104.5	33.23401871576773	1408.9041886998943	2006.0958113001052	2	3115.5	24420.5	156.27059864222701	1711.4643766526951	4519.535623347303	2
matrix-lat100-20ag	matrix	slim-group-session	20	20	0	100	2	1	372	0	0	372	372	1	199	0	0	199	199	1	3423	0	0	3423	3423	1	112	0	0	112	112	1	160	0	0	160	160	1
matrix-lat100-20ag-1024b	matrix	p2p-relay-stream	20	20	1024	100	2	2	4244.5	195312.5	441.9417382415922	273.8110199454054	8215.18898005459	2	11598	1786050	1336.431816442575	0	23605.363475685084	2	7056.5	1320312.5	1149.0485194281398	0	17380.29134814194	2	2943	220448	469.51890270786754	0	7161.459972409997	2	4840.5	3612.5	60.10407640085654	4300.486298712575	5380.513701287425	2
matrix-lat100-20ag-1024b	matrix	slim-group-session	20	20	1024	100	2	1	285	0	0	285	285	1	196	0	0	196	196	1	3080	0	0	3080	3080	1	93	0	0	93	93	1	148	0	0	148	148	1
matrix-lat100-20ag-4096b	matrix	p2p-relay-stream	20	20	4096	100	2	2	2024	108578	329.51176003293114	0	4984.545703528704	2	7086.5	608304.5	779.938779648762	79.02808799964987	14093.971912000343	2	3940	293378	541.6437943888955	0	8806.476413954908	2	1307	6962	83.43860018001261	557.3339205656924	2056.666079434307	2	1827	58482	241.83051916579925	0	3999.761009885872	2
matrix-lat100-20ag-4096b	matrix	slim-group-session	20	20	4096	100	2	2	349.5	1012.5	31.81980515339464	63.61039343606916	635.3896065639306	2	219.5	112.5	10.606601717798213	124.20346447868971	314.7965355213102	2	3769	61952	248.90158697766472	1532.7079664332523	6005.292033566746	2	105	0	0	105	105	2	157	0	0	157	157	2
matrix-lat100-20ag-10240b	matrix	p2p-relay-stream	20	20	10240	100	2	2	2103.5	9660.5	98.2878425849301	1220.4187708358581	2986.581229164141	2	6948	229842	479.4183976444792	2640.5965944367754	11255.403405563222	2	3926.5	23980.5	154.8563850798539	2535.1705813888702	5317.829418611129	2	1425.5	4900.5	70.0035713374682	796.5428655593522	2054.457134440647	2	1904.5	125500.5	354.26049737446033	0	5087.40428641176	2
matrix-lat100-20ag-10240b	matrix	slim-group-session	20	20	10240	100	2	2	353	2592	50.91168824543142	0	810.4233705022889	2	227	2	1.4142135623730951	214.2937952638253	239.7062047361747	2	4010.5	40612.5	201.52543263816605	2199.865825095105	5821.134174904893	2	96	32	5.656854249492381	45.17518105530118	146.82481894469876	2	148.5	0.5	0.7071067811865476	142.14689763191265	154.85310236808735	2
matrix-lat100-30ag	matrix	p2p-relay-stream	30	20	0	100	2	2	5768.5	687964.5	829.4362543318202	0	13220.689077766456	2	20172	304200	551.5432893255071	15216.580152891866	25127.41984710813	2	16677.5	18416380.5	4291.431055021157	0	55234.4782719221	2	4143	260642	510.5310960166873	0	8729.939909759063	2	7423.5	1171980.5	1082.5804819966042	0	17150.099725541724	2
matrix-lat100-30ag	matrix	slim-group-session	30	20	0	100	2	2	351	162	12.727922061357855	236.64415737442766	465.3558426255722	2	316.5	112.5	10.606601717798213	221.2034644786897	411.7965355213102	2	8087	228488	478.0041840821061	3792.3027991729496	12381.697200827046	2	104	2	1.4142135623730951	91.2937952638253	116.7062047361747	2	159.5	40.5	6.363961030678928	102.32207868721383	216.6779213127861	2
matrix-lat100-30ag-1024b	matrix	p2p-relay-stream	30	20	1024	100	2	2	7721.5	3729180.5	1931.1086194204613	0	25071.82256724654	2	23465.5	1243464.5	1115.1073939311855	13446.657565526246	33484.34243447374	2	15587.5	4271964.5	2066.8731214082786	0	34157.618221919314	2	5365.5	552300.5	743.1692270270614	0	12042.610588859801	2	8558	2171528	1473.6105319927651	0	21797.86533509403	2
matrix-lat100-30ag-1024b	matrix	slim-group-session	30	20	1024	100	2	2	364	2	1.4142135623730951	351.2937952638253	376.7062047361747	2	322.5	0.5	0.7071067811865476	316.1468976319126	328.8531023680873	2	8411	6498	80.61017305526642	7686.746330038042	9135.253669961958	2	101.5	4.5	2.1213203435596424	82.44069289573795	120.55930710426203	2	153.5	24.5	4.949747468305833	109.02828342338853	197.9717165766114	2
matrix-lat100-30ag-4096b	matrix	p2p-relay-stream	30	20	4096	100	2	2	13186	2032128	1425.5272708720797	378.14562593589835	25993.85437406409	2	24339	426888	653.36666581637	18468.733411887286	30209.266588112707	2	18126	59858	244.65894629054543	15927.826580641777	20324.173419358223	2	6891	553352	743.876333808248	207.53630877210526	13574.463691227887	2	12458.5	14553012.5	3814.841084501424	0	46733.487275831234	2
matrix-lat100-30ag-4096b	matrix	slim-group-session	30	20	4096	100	2	1	393	0	0	393	393	1	368	0	0	368	368	1	9886	0	0	9886	9886	1	119	0	0	119	119	1	179	0	0	179	179	1
matrix-lat100-30ag-10240b	matrix	p2p-relay-stream	30	20	10240	100	2	2	10512	134162	366.2813126546316	7221.092973330751	13802.907026669245	2	24496.5	56784.5	238.2949852598665	22355.50450195456	26637.495498045435	2	14245.5	160744.5	400.92954493277244	10643.290957294472	17847.709042705526	2	6080.5	358704.5	598.9194436650057	699.422294230013	11461.577705769982	2	11475	2991458	1729.5831867822953	0	27014.688392341646	2
matrix-lat100-30ag-10240b	matrix	slim-group-session	30	20	10240	100	2	2	381.5	11400.5	106.77312395916867	0	1340.8184575811893	2	363.5	2244.5	47.37615433949868	0	789.1578586618522	2	9565.5	4225324.5	2055.5594129092938	0	28033.968584029917	2	98.5	84.5	9.192388155425117	15.909669214864437	181.0903307851355	2	147	8	2.8284271247461903	121.58759052765059	172.4124094723494	2
